BP_A_bin	BP_B_bin	R2
28620000	29530000	0.24287750000000002
28620000	29540000	0.204176
28620000	29550000	0.21376033333333333
28620000	29560000	0.230789
28620000	29600000	0.20997949999999999
28620000	29610000	0.212667
28620000	29620000	0.311118
28620000	29650000	0.204649
28620000	29660000	0.27848
28620000	29670000	0.284076
28620000	29680000	0.318182
28620000	29690000	0.213675
28620000	29710000	0.2154415
28620000	29720000	0.208095
28620000	29730000	0.249513
28620000	29740000	0.216039
28620000	29750000	0.204649
28620000	29760000	0.22921249999999999
28620000	29780000	0.28997133333333336
28620000	29810000	0.206612
28620000	29820000	0.208095
28620000	29840000	0.3311795
28620000	29900000	0.23987
28620000	29930000	0.522683
28620000	30030000	0.2551426666666667
28620000	30060000	0.29125480000000004
28620000	30090000	0.206612
28620000	30110000	0.362146
28620000	30130000	0.26646283333333337
28620000	30160000	0.204649
28620000	30170000	0.242248
28620000	30180000	0.205839
28620000	30330000	0.206612
28620000	30340000	0.204649
28620000	30350000	0.362193
28620000	30360000	0.206612
28620000	30370000	0.20585566666666666
28620000	30380000	0.206612
28620000	30390000	0.206612
28620000	30410000	0.208095
28620000	30430000	0.269841
28620000	30480000	0.284091
28620000	30490000	0.218722
28620000	30510000	0.284091
28620000	30520000	0.211461
28620000	30540000	0.24287750000000002
28620000	30590000	0.21369549999999998
28620000	30650000	0.477273
28620000	30660000	0.230789
28620000	30690000	0.206612
28620000	30700000	0.318182
28620000	30710000	0.23522666666666667
28620000	30720000	0.215641
28620000	30740000	0.253365
28620000	30770000	0.229847
28620000	30800000	0.206612
28620000	30820000	0.215686
28620000	30830000	0.206612
28620000	30880000	0.206612
28620000	30890000	0.272727
28620000	30940000	0.23966949999999998
28620000	31020000	0.297477
28620000	31030000	0.24338233333333334
28620000	31090000	0.206612
28620000	31110000	0.237733
28620000	31210000	0.204649
28620000	31220000	0.205592
28620000	31230000	0.478261
28620000	31240000	0.2259615
28620000	31280000	0.248534
28620000	31330000	0.2447001666666667
28620000	31350000	0.3012975
28620000	31360000	0.6707142500000001
28620000	31370000	0.208095
28620000	31390000	0.366748
28620000	31410000	0.219011
28620000	31420000	0.2747345
28620000	31430000	0.2594155
28620000	31450000	0.235045
28620000	31460000	0.206612
28620000	31520000	0.246041
28620000	31540000	0.3131415
28620000	31550000	0.22401
28620000	31570000	0.342857
28620000	31600000	0.32949649999999997
28620000	31620000	0.217687
28620000	31630000	0.443367
28620000	31640000	0.204649
28620000	31680000	0.2511072
28620000	31690000	0.3388195
28620000	31700000	0.226687
28620000	31710000	0.215641
28620000	31730000	0.27555066666666667
28620000	31740000	0.206612
28620000	31750000	0.229498
28620000	31760000	0.218722
28620000	31770000	0.253365
28620000	31790000	0.32876299999999997
28620000	31830000	0.21468399999999999
28620000	31840000	0.2655548
28620000	31850000	0.206612
28620000	31870000	0.230789
28620000	31880000	0.254599
28620000	31890000	0.27693675
28620000	31910000	0.230789
28630000	28680000	0.636364
28630000	28710000	0.30303
28630000	28730000	0.380278
28630000	28770000	0.206612
28630000	28780000	0.23771166666666665
28630000	28790000	0.28305250000000004
28630000	28800000	0.251785
28630000	28850000	0.37997
28630000	28900000	0.352427
28630000	28940000	0.204649
28630000	28950000	0.257143
28630000	28960000	0.304348
28630000	28970000	0.304348
28630000	28990000	0.203981
28630000	29010000	0.308041
28630000	29040000	0.245622
28630000	29050000	0.215909
28630000	29060000	0.260401
28630000	29090000	0.257143
28630000	29110000	0.206612
28630000	29120000	0.206612
28630000	29160000	0.33537150000000004
28630000	29200000	0.234709
28630000	29210000	0.4467535
28630000	29240000	0.636364
28630000	29260000	0.217687
28630000	29270000	0.215454
28630000	29280000	0.30303
28630000	29290000	0.237288
28630000	29300000	0.233333
28630000	29310000	0.206612
28630000	29400000	0.478261
28630000	29430000	0.30303
28630000	29470000	0.38322
28630000	29490000	0.27543833333333334
28630000	29530000	0.2668805
28630000	29540000	0.223454
28630000	29550000	0.2300605
28630000	29560000	0.2335065
28630000	29570000	0.257143
28630000	29590000	0.23187750000000001
28630000	29610000	0.229498
28630000	29620000	0.204649
28630000	29650000	0.342857
28630000	29660000	0.206612
28630000	29670000	0.244898
28630000	29700000	0.219048
28630000	29710000	0.477273
28630000	29720000	0.269841
28630000	29730000	0.20339
28630000	29810000	0.219048
28630000	29820000	0.2546645
28630000	29920000	0.467532
28630000	30040000	0.266297
28630000	30050000	0.234805
28630000	30060000	0.262104
28630000	30070000	0.206612
28630000	30080000	0.266297
28630000	30090000	0.494635
28630000	30110000	0.360639
28630000	30120000	0.260401
28630000	30170000	0.31067133333333335
28630000	30180000	0.38322
28630000	30330000	0.206612
28630000	30340000	0.26338
28630000	30350000	0.269841
28630000	30380000	0.6356425
28630000	30390000	0.257143
28630000	30420000	0.242995
28630000	30440000	0.272727
28630000	30470000	0.38322
28630000	30490000	0.477273
28630000	30500000	0.24722
28630000	30530000	0.206612
28630000	30540000	0.207202
28630000	30560000	0.237046
28630000	30580000	0.2823113333333333
28630000	30590000	0.2392915
28630000	30610000	0.428571
28630000	30620000	0.24228966666666665
28630000	30640000	0.206612
28630000	30660000	0.226891
28630000	30690000	0.260401
28630000	30720000	0.441034
28630000	30740000	0.206612
28630000	30790000	0.206612
28630000	30800000	0.292978
28630000	30820000	0.2597155
28630000	30830000	0.208019
28630000	30880000	0.276338
28630000	30930000	0.409201
28630000	30940000	0.204649
28630000	31000000	0.255326
28630000	31010000	0.335034
28630000	31020000	0.206612
28630000	31030000	0.23884699999999998
28630000	31050000	0.257143
28630000	31060000	0.206612
28630000	31100000	0.239425
28630000	31120000	0.206612
28630000	31210000	0.26338
28630000	31220000	0.22005249999999998
28630000	31240000	0.206612
28630000	31260000	0.272727
28630000	31280000	0.2105395
28630000	31290000	0.418616
28630000	31310000	0.254237
28630000	31340000	0.206612
28630000	31360000	0.292978
28630000	31380000	0.206612
28630000	31410000	0.352464
28630000	31420000	0.436508
28630000	31430000	0.206612
28630000	31440000	0.2847395
28630000	31460000	0.204649
28630000	31470000	0.207202
28630000	31520000	0.226338
28630000	31530000	0.206612
28630000	31570000	0.251785
28630000	31580000	0.223454
28630000	31590000	0.204649
28630000	31600000	0.2982863333333334
28630000	31610000	0.216949
28630000	31620000	0.216949
28630000	31630000	0.206612
28630000	31640000	0.206612
28630000	31650000	0.238095
28630000	31680000	0.206299
28630000	31710000	0.250219
28630000	31720000	0.234709
28630000	31730000	0.2266735
28630000	31740000	0.2230685
28630000	31750000	0.217687
28630000	31760000	0.244477
28630000	31790000	0.206612
28630000	31810000	0.324811
28630000	31870000	0.2056305
28630000	31890000	0.342857
28640000	28640000	0.236257
28640000	28650000	0.400873
28640000	28660000	0.600832
28640000	28670000	0.262787
28640000	28690000	0.208333
28640000	28700000	0.4155955
28640000	28710000	0.2791573333333333
28640000	28720000	0.36694200000000005
28640000	28730000	0.4207055
28640000	28740000	0.600832
28640000	28750000	0.5771815
28640000	28760000	0.237323
28640000	28770000	0.3574935
28640000	28790000	0.29097700000000004
28640000	28810000	0.443852
28640000	28820000	0.29042450000000003
28640000	28830000	0.243243
28640000	28840000	0.3109055
28640000	28850000	0.24722
28640000	28860000	0.30492050000000004
28640000	28880000	0.30596
28640000	28890000	0.47029049999999994
28640000	28900000	0.38885600000000003
28640000	28910000	0.2659313333333333
28640000	28920000	0.281811
28640000	28930000	0.340697
28640000	28940000	0.2842478333333333
28640000	28960000	0.24809433333333333
28640000	28970000	0.217077
28640000	28990000	0.3267
28640000	29020000	0.2665615
28640000	29030000	0.236364
28640000	29040000	0.27848066666666665
28640000	29050000	0.291676
28640000	29060000	0.284091
28640000	29070000	0.219902
28640000	29080000	0.2474645
28640000	29090000	0.242017
28640000	29110000	0.284091
28640000	29120000	0.432931
28640000	29160000	0.636364
28640000	29170000	0.297477
28640000	29190000	0.411335
28640000	29210000	0.279887
28640000	29220000	0.33927814285714286
28640000	29230000	0.217503
28640000	29240000	0.232133
28640000	29250000	0.2693933333333333
28640000	29260000	0.286345
28640000	29270000	0.322635
28640000	29280000	0.294036
28640000	29290000	0.2417535
28640000	29300000	0.403302
28640000	29310000	0.24034066666666667
28640000	29330000	0.278689
28640000	29350000	0.470237
28640000	29370000	0.34095733333333333
28640000	29380000	0.352952
28640000	29400000	0.792882
28640000	29440000	0.401966
28640000	29470000	0.412853
28640000	29480000	0.208494
28640000	29490000	0.33206966666666665
28640000	29530000	0.361179
28640000	29540000	0.2828885
28640000	29550000	0.33814685714285714
28640000	29560000	0.4053682
28640000	29580000	0.727273
28640000	29590000	0.309243
28640000	29600000	0.214894
28640000	29610000	0.233333
28640000	29620000	0.509792
28640000	29640000	0.359389
28640000	29670000	0.48280366666666663
28640000	29690000	0.244755
28640000	29710000	0.269841
28640000	29730000	0.266422
28640000	29740000	0.349542
28640000	29770000	0.308108
28640000	29780000	0.23929299999999998
28640000	29790000	0.222368
28640000	29810000	0.231735
28640000	29820000	0.36460066666666674
28640000	29860000	0.371071
28640000	29890000	0.236364
28640000	29900000	0.315559
28640000	29910000	0.27854599999999996
28640000	30040000	0.359389
28640000	30050000	0.42805699999999997
28640000	30060000	0.26473
28640000	30080000	0.359389
28640000	30090000	0.213463
28640000	30100000	0.251344
28640000	30110000	0.409399
28640000	30120000	0.361179
28640000	30130000	0.500298
28640000	30150000	0.634921
28640000	30160000	0.636364
28640000	30170000	0.32002
28640000	30180000	0.232249
28640000	30190000	0.269841
28640000	30200000	0.216783
28640000	30210000	0.218845
28640000	30220000	0.36161
28640000	30230000	0.361179
28640000	30240000	0.249568
28640000	30340000	0.295819
28640000	30360000	0.30702500000000005
28640000	30370000	0.217503
28640000	30380000	0.230643
28640000	30400000	0.269841
28640000	30410000	0.475394
28640000	30420000	0.320454
28640000	30430000	0.610935
28640000	30440000	0.339768
28640000	30460000	0.3929345
28640000	30470000	0.2201145
28640000	30520000	0.3168823333333333
28640000	30530000	0.3012843333333333
28640000	30570000	0.244867
28640000	30580000	0.29455166666666666
28640000	30590000	0.361179
28640000	30600000	0.4290735
28640000	30610000	0.891509
28640000	30620000	0.273673
28640000	30630000	0.328671
28640000	30640000	0.219512
28640000	30650000	0.236364
28640000	30660000	0.258193
28640000	30670000	0.232664
28640000	30680000	0.284091
28640000	30690000	0.361179
28640000	30700000	0.2635895
28640000	30710000	0.3265305
28640000	30720000	0.425786
28640000	30730000	0.2
28640000	30740000	0.269841
28640000	30750000	0.433634
28640000	30760000	0.257143
28640000	30780000	0.542949
28640000	30790000	0.218664
28640000	30800000	0.308108
28640000	30810000	0.23287049999999998
28640000	30820000	0.235351
28640000	30840000	0.360639
28640000	30870000	0.891892
28640000	30880000	0.24722
28640000	30900000	0.6142266666666667
28640000	30910000	0.371071
28640000	30920000	0.22401
28640000	30930000	0.28934099999999996
28640000	30950000	0.269841
28640000	30960000	0.3125604
28640000	30970000	0.236364
28640000	30990000	0.2235005
28640000	31000000	0.236364
28640000	31010000	0.497508
28640000	31080000	0.429983
28640000	31090000	0.3086948
28640000	31120000	0.3206
28640000	31220000	0.2567945
28640000	31230000	0.39299900000000004
28640000	31240000	0.2910285
28640000	31250000	0.609419
28640000	31280000	0.208494
28640000	31290000	0.636364
28640000	31300000	0.297765
28640000	31320000	0.29627
28640000	31330000	0.23287933333333333
28640000	31350000	0.2845225
28640000	31360000	0.2949595
28640000	31370000	0.475394
28640000	31380000	0.332783
28640000	31390000	0.236364
28640000	31400000	0.578555
28640000	31410000	0.2391695
28640000	31420000	0.42661466666666664
28640000	31430000	0.29877149999999997
28640000	31450000	0.210961
28640000	31460000	0.245453
28640000	31490000	0.7295385
28640000	31510000	0.2640145
28640000	31520000	0.238095
28640000	31530000	0.328433
28640000	31540000	0.202275
28640000	31550000	0.200535
28640000	31560000	0.3130813333333333
28640000	31570000	0.3377495
28640000	31580000	0.202275
28640000	31600000	0.276966
28640000	31610000	0.257143
28640000	31620000	0.361179
28640000	31640000	0.30376033333333335
28640000	31660000	0.5444556666666667
28640000	31670000	0.38270099999999996
28640000	31680000	0.23943225
28640000	31690000	0.4632003333333334
28640000	31700000	0.2861035
28640000	31710000	0.2815035
28640000	31720000	0.3015685
28640000	31730000	0.21691149999999998
28640000	31740000	0.260351
28640000	31760000	0.269841
28640000	31770000	0.297477
28640000	31790000	0.302211
28640000	31810000	0.30638966666666667
28640000	31820000	0.3792786666666667
28640000	31840000	0.23372033333333334
28640000	31850000	0.2969185
28640000	31860000	0.227831
28640000	31870000	0.30566
28640000	31890000	0.49877150000000003
28640000	31910000	0.229498
28650000	28650000	0.3338916666666667
28650000	28660000	0.3229256
28650000	28700000	0.2294638
28650000	28720000	0.290957
28650000	28730000	0.251785
28650000	28740000	0.3070558
28650000	28750000	0.32672150000000005
28650000	28770000	0.24771699999999996
28650000	28780000	0.216965
28650000	28830000	0.227967
28650000	28850000	0.269296
28650000	28860000	0.251785
28650000	28890000	0.301786
28650000	28900000	0.271947
28650000	28910000	0.229498
28650000	28920000	0.225641
28650000	28940000	0.302618
28650000	28950000	0.3265555
28650000	28960000	0.20076
28650000	28990000	0.27196325
28650000	29000000	0.268934
28650000	29010000	0.224824
28650000	29020000	0.238114
28650000	29040000	0.2242185
28650000	29050000	0.296703
28650000	29120000	0.313782
28650000	29140000	0.367781
28650000	29190000	0.403114
28650000	29200000	0.253509
28650000	29210000	0.369408
28650000	29230000	0.35407900000000003
28650000	29240000	0.222973
28650000	29250000	0.222639
28650000	29260000	0.22617
28650000	29270000	0.29582200000000003
28650000	29290000	0.368852
28650000	29300000	0.268848
28650000	29310000	0.32878
28650000	29320000	0.215242
28650000	29330000	0.202153
28650000	29340000	0.323555
28650000	29350000	0.41771766666666665
28650000	29400000	0.38219699999999995
28650000	29410000	0.215242
28650000	29440000	0.217503
28650000	29460000	0.22018
28650000	29470000	0.315559
28650000	29490000	0.3741985
28650000	29510000	0.260856
28650000	29530000	0.25124799999999997
28650000	29540000	0.297712
28650000	29550000	0.222748
28650000	29560000	0.27166133333333337
28650000	29570000	0.257143
28650000	29590000	0.229498
28650000	29600000	0.370447
28650000	29620000	0.245902
28650000	29640000	0.281811
28650000	29650000	0.218579
28650000	29670000	0.2615655
28650000	29690000	0.203347
28650000	29700000	0.209091
28650000	29710000	0.38322
28650000	29730000	0.281048
28650000	29740000	0.238232
28650000	29760000	0.296889
28650000	29770000	0.347313
28650000	29780000	0.263375
28650000	29790000	0.218766
28650000	29810000	0.358606
28650000	29860000	0.27509049999999996
28650000	29900000	0.336427
28650000	29910000	0.634921
28650000	29990000	0.23263250000000002
28650000	30020000	0.251785
28650000	30040000	0.29347049999999997
28650000	30050000	0.41801350000000004
28650000	30080000	0.3209305
28650000	30100000	0.251785
28650000	30110000	0.214949
28650000	30120000	0.29582200000000003
28650000	30130000	0.228901
28650000	30180000	0.336427
28650000	30200000	0.3301785
28650000	30210000	0.218845
28650000	30230000	0.29582200000000003
28650000	30340000	0.2557355
28650000	30350000	0.38322
28650000	30360000	0.257143
28650000	30390000	0.38322
28650000	30410000	0.27664266666666665
28650000	30440000	0.254291
28650000	30460000	0.36788966666666667
28650000	30470000	0.209473
28650000	30520000	0.446429
28650000	30530000	0.247318
28650000	30580000	0.281143
28650000	30590000	0.2153575
28650000	30610000	0.4788833333333334
28650000	30620000	0.304348
28650000	30670000	0.203313
28650000	30690000	0.2153575
28650000	30720000	0.26069525
28650000	30730000	0.2
28650000	30760000	0.208768
28650000	30780000	0.251785
28650000	30820000	0.251785
28650000	30830000	0.217251
28650000	30870000	0.413214
28650000	30900000	0.37023233333333333
28650000	30910000	0.2750905
28650000	30930000	0.222639
28650000	30960000	0.295582
28650000	31000000	0.304348
28650000	31010000	0.230245
28650000	31050000	0.38322
28650000	31060000	0.2153575
28650000	31090000	0.2153575
28650000	31120000	0.281811
28650000	31230000	0.35009650000000003
28650000	31240000	0.438768
28650000	31250000	0.2407815
28650000	31320000	0.2990275
28650000	31330000	0.239547
28650000	31350000	0.2291745
28650000	31360000	0.2805873333333333
28650000	31370000	0.2882095
28650000	31400000	0.4788833333333334
28650000	31410000	0.43059400000000003
28650000	31420000	0.281811
28650000	31430000	0.229498
28650000	31440000	0.2627195
28650000	31450000	0.529358
28650000	31490000	0.45146980000000003
28650000	31510000	0.283501
28650000	31520000	0.229248
28650000	31530000	0.226891
28650000	31550000	0.728272
28650000	31560000	0.41865600000000003
28650000	31570000	0.2808076666666666
28650000	31580000	0.20897
28650000	31600000	0.251785
28650000	31610000	0.269597
28650000	31620000	0.364639
28650000	31640000	0.226891
28650000	31660000	0.34812
28650000	31670000	0.36519
28650000	31680000	0.28166199999999997
28650000	31690000	0.3838535
28650000	31700000	0.28271225
28650000	31720000	0.3973953333333333
28650000	31730000	0.2197305
28650000	31740000	0.236364
28650000	31760000	0.28057366666666667
28650000	31780000	0.238106
28650000	31790000	0.3334585
28650000	31810000	0.245902
28650000	31820000	0.233333
28650000	31840000	0.323555
28650000	31850000	0.2658975
28650000	31870000	0.26673
28650000	31890000	0.229498
28650000	31910000	0.236364
28660000	28660000	0.650847
28660000	28670000	0.2751975
28660000	28700000	0.290605
28660000	28720000	0.2629595
28660000	28730000	0.220588
28660000	28740000	0.47929
28660000	28750000	0.36534
28660000	28760000	0.272727
28660000	28780000	0.2120015
28660000	28790000	0.369835
28660000	28810000	0.30303
28660000	28820000	0.250836
28660000	28830000	0.21141549999999998
28660000	28850000	0.33009933333333336
28660000	28860000	0.28256475
28660000	28870000	0.450499
28660000	28880000	0.24515900000000002
28660000	28890000	0.23727900000000002
28660000	28900000	0.2625275
28660000	28910000	0.214877
28660000	28920000	0.3254316666666667
28660000	28940000	0.217391
28660000	28950000	0.478261
28660000	28960000	0.347332
28660000	28990000	0.327192
28660000	29000000	0.270197
28660000	29010000	0.2318663333333333
28660000	29020000	0.27607
28660000	29030000	0.2119
28660000	29040000	0.22514699999999999
28660000	29050000	0.30799
28660000	29060000	0.2392915
28660000	29070000	0.304348
28660000	29080000	0.223679
28660000	29090000	0.2120015
28660000	29100000	0.3424365
28660000	29120000	0.24233824999999998
28660000	29150000	0.26759933333333336
28660000	29160000	0.230698
28660000	29170000	0.330688
28660000	29180000	0.249045
28660000	29190000	0.3005255
28660000	29200000	0.217778
28660000	29210000	0.206612
28660000	29230000	0.284076
28660000	29240000	0.201695
28660000	29250000	0.249137
28660000	29260000	0.227789
28660000	29270000	0.206612
28660000	29280000	0.204649
28660000	29290000	0.226893
28660000	29300000	0.21972999999999998
28660000	29310000	0.38741166666666665
28660000	29330000	0.21477400000000002
28660000	29340000	0.201831
28660000	29350000	0.258536
28660000	29360000	0.233441
28660000	29370000	0.319149
28660000	29380000	0.321086
28660000	29390000	0.2727273333333333
28660000	29400000	0.561832
28660000	29430000	0.278853
28660000	29440000	0.37109625
28660000	29460000	0.215909
28660000	29470000	0.23311349999999997
28660000	29480000	0.23723450000000001
28660000	29490000	0.28132250000000003
28660000	29500000	0.251447
28660000	29540000	0.234188
28660000	29550000	0.215909
28660000	29560000	0.217391
28660000	29570000	0.206612
28660000	29590000	0.206612
28660000	29610000	0.361179
28660000	29620000	0.2608695
28660000	29660000	0.2902795
28660000	29670000	0.237027
28660000	29680000	0.297442
28660000	29710000	0.215242
28660000	29720000	0.204649
28660000	29730000	0.209938
28660000	29740000	0.31121200000000004
28660000	29760000	0.2866156
28660000	29770000	0.293927
28660000	29780000	0.477767
28660000	29790000	0.24877000000000002
28660000	29800000	0.217391
28660000	29810000	0.254821
28660000	29820000	0.509909
28660000	29850000	0.285948
28660000	29900000	0.3618316666666667
28660000	29920000	0.207687
28660000	29930000	0.225
28660000	29990000	0.211268
28660000	30000000	0.216376
28660000	30010000	0.252741
28660000	30020000	0.251134
28660000	30030000	0.236375
28660000	30040000	0.2151515
28660000	30050000	0.34236
28660000	30060000	0.2779213333333333
28660000	30070000	0.218838
28660000	30090000	0.23455633333333334
28660000	30120000	0.207393
28660000	30150000	0.201831
28660000	30160000	0.236375
28660000	30170000	0.24959399999999998
28660000	30180000	0.241505
28660000	30190000	0.218182
28660000	30200000	0.26547224999999997
28660000	30210000	0.21867
28660000	30220000	0.3121665
28660000	30230000	0.370038
28660000	30240000	0.33059099999999997
28660000	30250000	0.213914
28660000	30330000	0.2316573333333333
28660000	30370000	0.215242
28660000	30380000	0.2924082
28660000	30400000	0.2615935
28660000	30410000	0.343011
28660000	30460000	0.2197515
28660000	30470000	0.249137
28660000	30480000	0.2647755
28660000	30490000	0.233919
28660000	30500000	0.2250975
28660000	30520000	0.2703304
28660000	30530000	0.25650125
28660000	30540000	0.237027
28660000	30550000	0.293927
28660000	30560000	0.2500805
28660000	30570000	0.24207566666666666
28660000	30580000	0.259091
28660000	30590000	0.26254879999999997
28660000	30600000	0.272506
28660000	30610000	0.522683
28660000	30630000	0.21135533333333334
28660000	30640000	0.206612
28660000	30650000	0.207039
28660000	30660000	0.24258075
28660000	30670000	0.25564600000000004
28660000	30680000	0.234783
28660000	30700000	0.326689
28660000	30710000	0.218182
28660000	30720000	0.213914
28660000	30730000	0.311265
28660000	30740000	0.218182
28660000	30750000	0.306976
28660000	30760000	0.727273
28660000	30770000	0.234512
28660000	30780000	0.23647400000000002
28660000	30790000	0.290909
28660000	30800000	0.206612
28660000	30810000	0.5343735000000001
28660000	30830000	0.30467
28660000	30840000	0.231268
28660000	30850000	0.206612
28660000	30870000	0.524476
28660000	30900000	0.32123175000000004
28660000	30910000	0.260539
28660000	30920000	0.20857
28660000	30940000	0.2392915
28660000	30950000	0.2392915
28660000	30960000	0.2392915
28660000	30970000	0.217391
28660000	30980000	0.222849
28660000	31000000	0.30736366666666665
28660000	31010000	0.347826
28660000	31020000	0.206612
28660000	31030000	0.28993125
28660000	31040000	0.22507850000000001
28660000	31080000	0.324811
28660000	31110000	0.203347
28660000	31120000	0.33990533333333334
28660000	31130000	0.261107
28660000	31210000	0.257508
28660000	31220000	0.276046
28660000	31230000	0.260038
28660000	31240000	0.4801645
28660000	31290000	0.23254933333333336
28660000	31330000	0.4579535
28660000	31340000	0.206612
28660000	31350000	0.24132125
28660000	31360000	0.22620200000000001
28660000	31370000	0.2815475
28660000	31380000	0.319503
28660000	31390000	0.426409
28660000	31400000	0.33375533333333335
28660000	31410000	0.34692000000000006
28660000	31420000	0.22643066666666667
28660000	31430000	0.524476
28660000	31440000	0.325332
28660000	31450000	0.478261
28660000	31460000	0.247807
28660000	31470000	0.218555
28660000	31490000	0.5708655
28660000	31500000	0.2056305
28660000	31510000	0.204649
28660000	31530000	0.220107
28660000	31540000	0.478261
28660000	31560000	0.246284
28660000	31570000	0.296703
28660000	31580000	0.206612
28660000	31590000	0.2514345
28660000	31600000	0.352083
28660000	31610000	0.3044915
28660000	31620000	0.230047
28660000	31630000	0.218555
28660000	31660000	0.2608695
28660000	31670000	0.24861325
28660000	31680000	0.303689
28660000	31690000	0.30848060000000005
28660000	31700000	0.206612
28660000	31720000	0.2871856666666667
28660000	31730000	0.215203
28660000	31740000	0.217391
28660000	31760000	0.30303
28660000	31770000	0.2342235
28660000	31780000	0.284091
28660000	31790000	0.213675
28660000	31800000	0.27924150000000003
28660000	31840000	0.285329125
28660000	31850000	0.25926422222222223
28660000	31870000	0.28757524999999995
28660000	31880000	0.26772333333333337
28660000	31890000	0.320158
28660000	31910000	0.2120015
28670000	28700000	0.28138799999999997
28670000	28710000	0.221934
28670000	28720000	0.24963649999999998
28670000	28730000	0.210938
28670000	28760000	0.224824
28670000	28770000	0.265119
28670000	28790000	0.295479
28670000	28830000	0.265119
28670000	28850000	0.2116865
28670000	28900000	0.203313
28670000	28910000	0.250462
28670000	28920000	0.243038
28670000	28930000	0.33485600000000004
28670000	28940000	0.243038
28670000	28950000	0.252759
28670000	28960000	0.357143
28670000	28990000	0.464257
28670000	29000000	0.218696
28670000	29030000	0.203313
28670000	29040000	0.303105
28670000	29050000	0.342022
28670000	29110000	0.254554
28670000	29120000	0.4332686666666667
28670000	29140000	0.267718
28670000	29150000	0.3321883333333333
28670000	29160000	0.272727
28670000	29170000	0.455847
28670000	29190000	0.203313
28670000	29210000	0.2923633333333333
28670000	29230000	0.253317
28670000	29240000	0.372997
28670000	29260000	0.2712095
28670000	29270000	0.203313
28670000	29280000	0.25727
28670000	29290000	0.303864
28670000	29310000	0.2
28670000	29320000	0.400641
28670000	29330000	0.203313
28670000	29350000	0.24722
28670000	29370000	0.362637
28670000	29380000	0.305899
28670000	29390000	0.302542
28670000	29430000	0.208262
28670000	29440000	0.205483
28670000	29500000	0.2454175
28670000	29570000	0.272727
28670000	29600000	0.2627213333333333
28670000	29620000	0.203313
28670000	29650000	0.353933
28670000	29660000	0.21748833333333337
28670000	29670000	0.4375
28670000	29680000	0.32651366666666665
28670000	29690000	0.3569706666666667
28670000	29700000	0.232911
28670000	29760000	0.232697
28670000	29770000	0.251136
28670000	29790000	0.23110999999999998
28670000	29810000	0.2990705
28670000	29820000	0.22386425
28670000	29870000	0.36704749999999997
28670000	29900000	0.2238445
28670000	29920000	0.206714
28670000	29930000	0.241071
28670000	29970000	0.219213
28670000	30050000	0.331649
28670000	30060000	0.25764366666666666
28670000	30090000	0.223166
28670000	30170000	0.217742
28670000	30210000	0.293581
28670000	30230000	0.2197615
28670000	30240000	0.200535
28670000	30320000	0.351288
28670000	30340000	0.309927
28670000	30350000	0.26081366666666667
28670000	30380000	0.212164
28670000	30410000	0.21126299999999998
28670000	30420000	0.281899
28670000	30430000	0.402897
28670000	30440000	0.214286
28670000	30470000	0.24722
28670000	30490000	0.203047
28670000	30500000	0.219213
28670000	30510000	0.22031
28670000	30530000	0.2770475
28670000	30540000	0.2332165
28670000	30570000	0.272727
28670000	30580000	0.2332165
28670000	30590000	0.308571
28670000	30600000	0.219213
28670000	30610000	0.402897
28670000	30620000	0.402897
28670000	30650000	0.27551
28670000	30660000	0.2257795
28670000	30670000	0.25
28670000	30700000	0.214286
28670000	30710000	0.29785633333333333
28670000	30720000	0.304762
28670000	30730000	0.203741
28670000	30740000	0.254853
28670000	30750000	0.334407
28670000	30780000	0.314885
28670000	30790000	0.457812
28670000	30830000	0.27463133333333334
28670000	30840000	0.211386
28670000	30850000	0.205882
28670000	30870000	0.402897
28670000	30880000	0.2267965
28670000	30900000	0.303105
28670000	30910000	0.2538743333333333
28670000	30920000	0.2887075
28670000	30950000	0.203741
28670000	30960000	0.2555795
28670000	31010000	0.31887666666666664
28670000	31030000	0.2538065
28670000	31040000	0.233627
28670000	31050000	0.2509113333333333
28670000	31090000	0.286848
28670000	31120000	0.367347
28670000	31130000	0.27227749999999995
28670000	31220000	0.205483
28670000	31230000	0.3857955
28670000	31240000	0.29077549999999996
28670000	31280000	0.203313
28670000	31330000	0.269963
28670000	31340000	0.346761
28670000	31350000	0.293413
28670000	31360000	0.362968
28670000	31370000	0.203313
28670000	31380000	0.24722
28670000	31390000	0.208494
28670000	31400000	0.31095639999999997
28670000	31410000	0.370208
28670000	31420000	0.272727
28670000	31490000	0.29975066666666667
28670000	31520000	0.402397
28670000	31530000	0.260718
28670000	31540000	0.2684475
28670000	31560000	0.227891
28670000	31570000	0.464257
28670000	31600000	0.317297
28670000	31610000	0.3375
28670000	31620000	0.47204100000000004
28670000	31630000	0.457812
28670000	31650000	0.3327475
28670000	31670000	0.23892850000000002
28670000	31690000	0.29043183333333333
28670000	31700000	0.272727
28670000	31710000	0.24478833333333336
28670000	31720000	0.295536
28670000	31740000	0.223436
28670000	31770000	0.3706545
28670000	31780000	0.424594
28670000	31790000	0.31339
28670000	31820000	0.24323999999999998
28670000	31850000	0.31192233333333336
28670000	31880000	0.212836
28680000	28760000	0.213675
28680000	28780000	0.636364
28680000	28790000	0.341773
28680000	28800000	0.204188
28680000	28820000	0.246154
28680000	28850000	0.399355
28680000	28890000	0.296703
28680000	28920000	0.208262
